"year","TaxonName","CommonName","Resilience","fao_rgn","stock_id","TaxonKey","tons"
1980,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,7992
1981,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,8414
1982,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,6558
1983,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,6226
1984,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,7095
1985,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,7235
1986,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,6123
1987,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,6568
1988,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,7145
1989,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,5093
1990,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,4879.0000026
1991,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2710.0000256
1992,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2709.9999312
1993,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2812.0000678
1994,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2825.9999998
1995,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2679.9999648
1996,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2266.9999744
1997,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2378.9999772
1998,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2575.9999848
1999,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2597.0000368
2000,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2557.999964
2001,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2474.0000686
2002,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,3529.0000362
2003,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,3344.0000542
2004,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,3602.0000442
2005,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,3685.0000168
2006,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2946.9999358
2007,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,3559.0000694
2008,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2641.0000196
2009,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2650.0000032
2010,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,3917.9999964
2011,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2430.21231224
2012,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2484.48178182
2013,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2559.411912
2014,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2298.87427426
2015,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,2062.56896896
2016,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,1710.14164168
2017,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,1950.731932
2018,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,1933.69079078
2019,"Jasus lalandii","Cape rock lobster",NA,47,"Jasus_lalandii-47",690069,1765.3196196
1952,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,74.335743807
1953,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,254.685784523
1954,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,648.7533901824
1955,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,393.428324008
1956,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1129.771026257
1957,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1481.91371063
1958,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1408.00379825
1959,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1452.393298222
1960,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1324.89834472
1961,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1756.4292259
1962,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1003.37039013
1963,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1045.3098568
1964,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,905.60527659
1965,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1296.45565694
1966,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,701.5149913
1967,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1016.30267156
1968,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,882.960851
1969,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1296.25282892
1970,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1210.3320872
1971,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,868.02337243
1972,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,607.193364325
1973,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,758.385943
1974,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,959.1448337
1975,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1076.6905331
1976,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,2066.984799599
1977,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,2714.481724371
1978,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,4318.434927881
1979,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,2216.9981917
1980,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,4250.67796651
1981,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,4512.81228434
1982,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1752.0768359241
1983,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,2609.217049564
1984,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,2245.957173468
1985,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,2974.271608654
1986,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,3005.10447736
1987,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,2767.27803026
1988,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1382.766085767
1989,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1406.2348734429
1990,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,250.256632723
1991,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,604.73782046
1992,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,462.18710521
1993,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,932.5957631
1994,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,847.1274568
1995,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1852.4551929
1996,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,2435.0634146
1997,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,2317.4992131
1998,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,2825.0268471093
1999,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1826.752805
2000,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1367.38831919
2001,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1204.01062088
2002,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1299.1780058632
2003,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1334.1246828079
2004,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1948.8127889943
2005,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1406.6277829582
2006,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1455.695001402
2007,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1018.0665072349
2008,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1095.036595209
2009,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1018.4248156067
2010,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1302.22407133
2011,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,1480.4022742308
2012,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,814.89277978
2013,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,378.06952559351
2014,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,445.837066382
2015,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,835.426173672
2016,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,597.5143859117
2017,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,523.5577600072
2018,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,545.199956687
2019,"Kajikia audax","Striped marlin",NA,51,"Kajikia_audax-51",600223,373.475995802
1950,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,0.085843003
1951,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,0.067725996
1952,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,0.2011308328
1953,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,0.672786334
1954,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,130.007215408361
1955,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,437.7620502873
1956,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,720.95210801507
1957,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,392.50861249182
1958,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,482.3822205989
1959,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1004.6388955968
1960,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,874.867112228
1961,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,826.130032411
1962,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1562.514146707
1963,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1016.246786669
1964,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1266.147339368
1965,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,2412.332282988
1966,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,3841.333096279
1967,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,3525.327293339
1968,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,2440.880419138
1969,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,2861.468292711
1970,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1945.966343901
1971,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1218.796725121
1972,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1282.066146002
1973,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,877.97311573
1974,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1822.355726905
1975,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1286.285571602
1976,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,588.759477473
1977,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1383.686121691
1978,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1854.554251672
1979,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1795.592039923
1980,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1141.401845464
1981,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1070.297177781
1982,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1142.124844166
1983,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,826.325628804
1984,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1102.203802216
1985,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1298.277985979
1986,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,3248.170743526
1987,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,2682.030581626
1988,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,2550.656719767
1989,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,2028.922913766
1990,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1819.7221227476
1991,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,2449.13969316
1992,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,2425.22048385164
1993,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,6026.988097206
1994,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,4526.827919352
1995,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,4382.2064440344
1996,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,3698.2013054268
1997,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,2269.170534206
1998,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,2108.0770282212
1999,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,2064.8084309981
2000,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,2418.5771377136
2001,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,2198.078355493
2002,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1920.3430664663
2003,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1502.79675687
2004,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1973.7920366966
2005,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1091.62699643571
2006,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1221.0909052293
2007,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,939.7966254592
2008,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,895.2572416366
2009,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,752.1752311284
2010,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,863.449143616
2011,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1048.837058681
2012,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,3105.2141353464
2013,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,2211.0777772239
2014,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1083.4696269
2015,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1349.897371176
2016,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,2494.222289759
2017,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1333.808504905
2018,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,1078.8573809116
2019,"Kajikia audax","Striped marlin",NA,57,"Kajikia_audax-57",600223,673.3537004384
1950,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,2000.08016957
1951,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,2000.09899149
1952,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,2000.11572212
1953,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,1560.12403096
1954,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,4090.14197108
1955,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,2890.17281172
1956,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,3620.189619895
1957,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,3400.2075600215
1958,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,5205.5487895631
1959,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,4944.767490295
1960,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,4334.666920776
1961,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,4478.419530556
1962,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,15281.17889006
1963,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,12442.0252979
1964,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,19551.1386636
1965,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,17340.1597087
1966,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,15629.2863844
1967,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,16756.977466
1968,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,14904.28435112
1969,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,13466.3560254
1970,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,10357.81929559
1971,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,10751.4675846
1972,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,7788.7697844
1973,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,7995.973190223
1974,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,9167.6247442
1975,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,9808.639037209
1976,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,6402.5773094
1977,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,6421.015735111
1978,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,4838.3178935
1979,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,5358.090447833
1980,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,6741.98872546
1981,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,5658.003157943
1982,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,5042.75812539
1983,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,4658.70229441
1984,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,5339.494332442
1985,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,6604.903339665
1986,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,7970.593232
1987,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,5795.26342637698
1988,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,7094.73410537
1989,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,5817.305616747
1990,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,4219.20208326
1991,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,5105.9396194
1992,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,5286.6277407
1993,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,8746.5495334
1994,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,5486.2292126
1995,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,6190.5841106
1996,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,5399.5164183
1997,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,4748.587873285
1998,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,5227.7334851
1999,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,3704.4694341
2000,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,3230.4308818
2001,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,2601.47714458
2002,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,2272.47656621697
2003,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,1297.083828738
2004,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,963.75954411
2005,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,805.48141361
2006,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,561.050554629
2007,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,960.6353996
2008,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,964.60787279
2009,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,516.163843182
2010,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,452.15812949
2011,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,1213.51348536
2012,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,1350.53141439
2013,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,1442.84476692
2014,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,1558.77631617
2015,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,1844.06877639
2016,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,1544.70828876
2017,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,1421.136556615
2018,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,1116.99040897
2019,"Kajikia audax","Striped marlin",NA,61,"Kajikia_audax-61",600223,1122.7385546
1950,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,0.21123284
1951,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,0.24215564
1952,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,0.2706073
1953,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,0.28917788
1954,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1.3312893323
1955,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,3.959497555
1956,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,5.386821837
1957,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,5.0746643454
1958,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,86.0408578679
1959,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,74.328317705
1960,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,50.40582805
1961,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,89.640575741
1962,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,2384.631774355
1963,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,2486.05447361
1964,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1454.7647798
1965,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,2526.8544263
1966,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1711.6588655
1967,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1171.1332691
1968,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1204.36072653
1969,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1937.5293235
1970,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1241.65834168
1971,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1121.5198635
1972,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1374.1158636
1973,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,2252.313765426
1974,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1805.42509687
1975,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,2624.9533387
1976,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1195.9502344
1977,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1700.913904
1978,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1030.4186132
1979,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1047.4157808
1980,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,965.24827746
1981,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1009.73167609
1982,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1238.8399357
1983,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,909.06137821
1984,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1074.54206355
1985,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,845.3704313243
1986,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,713.206018135
1987,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,916.3901117901
1988,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,816.69469129
1989,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1163.08741643
1990,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1000.43720594
1991,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,753.02038876
1992,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,716.52379394
1993,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1139.186558468
1994,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1150.484757395
1995,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,692.28735093
1996,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,967.87290475
1997,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,905.473996319
1998,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1512.1757226324
1999,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1318.2908559629
2000,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1445.4203541135
2001,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1169.061080118
2002,"Kajikia audax","Striped marlin",NA,71,"Kajikia_audax-71",600223,1243.0247365345
